title,info,links,timestamp,status,rating,comment,tags
圆圈正义,isbn:9787521603774 pub_year:2019 author:/person/79dGyOC3NPXWVvNrsPdApF,https://neodb.social/book/6VumzkOgPMNK69fjN2yb9P https://book.douban.com/subject/34815132/ https://books.google.com/books?id=dqy7zQEACAAJ https://www.goodreads.com/book/show/52104820,2021-08-29T16:00:00+00:00,complete,10,自习课上借了同学的读了一节课,
你当像鸟飞往你的山,isbn:9787544276986 pub_year:2019 author:[美] 塔拉·韦斯特弗,https://neodb.social/book/2mdEocABJPjYSzuEs2c5QC https://book.douban.com/subject/33440205/ https://books.google.com/books?id=wbtJzQEACAAJ https://www.goodreads.com/book/show/49579778,2021-09-04T16:00:00+00:00,complete,8,"喜欢第二部分的结尾，被戳到了
每个人都在用自己的方式爱着自己的家人",
红,isbn:9787535462053 pub_year:2012 author:安东尼,https://neodb.social/book/33uh8882n6e9aNCzWe2qfk https://book.douban.com/subject/20424614/,2021-11-27T16:00:00+00:00,complete,8,,
与安东尼奥尼一起的时光,isbn:9787563348602 pub_year:2004 author:[德国] 维姆·文德斯,https://neodb.social/book/0lEVHl5lxq2R4ucAOPA1Ah https://book.douban.com/subject/1016806/,2021-11-27T16:00:00+00:00,wishlist,,,
挪威的森林,isbn:9787532742929 pub_year:2007 author:[日] 村上春树,https://neodb.social/book/5qfwYUbJAsJ88MH78jm7bW https://book.douban.com/subject/2159042/ https://www.goodreads.com/book/show/12633038 https://openlibrary.org/books/OL26916228M,2021-12-10T16:00:00+00:00,wishlist,,,
从一到无穷大,isbn:9787030107596 pub_year:2002 author:[美国] 乔治·伽莫夫/校注 吴伯泽,https://neodb.social/book/4jee4WNqTpySShkhR7UxoN https://www.goodreads.com/book/show/33549440 https://book.douban.com/subject/1102715/,2021-12-10T16:00:00+00:00,wishlist,,,
哈姆莱特,isbn:9787020035946 pub_year:2001 author:[英] 威廉·莎士比亚,https://neodb.social/book/0yFIuNZwsggNyZHHptWn6B https://book.douban.com/subject/1006197/,2021-12-10T16:00:00+00:00,wishlist,,,
娱乐至死,isbn:9787563344970 pub_year:2011 author:[美国] 尼尔·波兹曼,https://neodb.social/book/4qM057PsWwsM1RSCt1uLlz https://book.douban.com/subject/1062193/ https://www.goodreads.com/book/show/36632400,2021-12-10T16:00:00+00:00,wishlist,,,
世界的凛冬,isbn:9787539999074 pub_year:2017 author:[英] 肯·福莱特,https://neodb.social/book/7X6ZAYMujQHSQIX400cmAl https://book.douban.com/subject/26957760/ https://www.goodreads.com/book/show/34372143,2021-12-10T16:00:00+00:00,wishlist,,,
人生的枷锁,isbn:9787532741731 pub_year:2007 author:[英国] 威廉·萨默塞特·毛姆,https://neodb.social/book/3bjfE05Sfk3QFSkN8Q9V4F https://books.google.com/books?id=efWeHwAACAAJ https://book.douban.com/subject/2035171/,2021-12-10T16:00:00+00:00,wishlist,,,
